id,b_PreD,b_D3d,b_D6d,b_D1m,b_D4m,b_NonD
shbg,0,2.406074016,1.934888951,2.83902347,1.340919527,0.267166072
LOC107389325,0,1.717324287,0.610841402,-1.957663779,1.03515085,0.726010751
sema4b(1of2),0,1.600966884,2.925757282,2.275847896,2.554880721,1.491688164
celf3(1of3),0,2.112848605,2.081812234,1.082398901,2.441527547,2.174090304
capn9(2of2),0,1.707613613,1.890224765,2.121092815,2.488568639,2.468114842
hrh1,0,0.132564333,0.617461768,-0.235203971,-1.421105339,0.008533892
LOC107391182,0,-1.203119212,-1.238109268,0.072848168,0.849747091,0.725920627
s100a5,0,1.485493166,-0.901529137,0.017886691,1.330787583,2.555175843
serp2(2of2),0,0.761386687,1.023838546,2.211550169,-0.23567803,-1.098603954
asb14(1of2),0,2.343705977,1.052616688,1.752643087,-0.238488966,0.161434355
tnni1(3of5),0,6.463154973,6.311324913,5.443364257,5.836623123,4.383551478
stxbp5l,0,0.557419071,1.091966743,0.130041594,-0.244745859,0.716447136
slc26a6(2of2),0,0.354803613,1.227948377,0.419735063,0.975192826,0.486140898
il2rg,0,0.140249051,-0.40831294,0.534876121,1.671279282,1.120094627
il1r1,0,1.084148796,1.258448361,-0.300049657,0.824030867,1.364150983
tfr2,0,0.37745182,0.390346425,0.738963872,1.555788016,0.810566139
stra6(2of3),0,0.19781137,0.505035462,-1.067624268,0.374215155,1.050785903
fam221a,0,3.502492788,2.265554121,1.69345873,0.994566894,0.115512749
pou6f2,0,-0.630647108,0.441540875,0.204522796,2.030470609,1.363744944
shisa7(2of2),0,1.753033569,2.090207204,1.487972233,1.297233022,-0.019843382
klhl9(1of2),0,-0.474759454,0.501104785,0.861539157,0.604536729,0.885053872
nptxr(1of2),0,-0.426913797,-0.949902621,1.612572618,-0.27576783,0.687605537
gpnmb,0,3.441929855,2.958875344,2.195676967,4.048877621,3.383048068
mgat5b(1of2),0,0.552458305,1.112027617,-0.4306753,2.619258863,2.098490761
plin2(1of3),0,0.729164157,0.818180758,-0.14759177,0.364838004,-0.579491558
il6r(3of3),0,4.310235575,4.096196054,2.719717236,-2.929606715,1.995937877
aprt(2of2),0,0.151300285,1.551046558,2.061579438,1.415249408,0.829380252
klhl38(2of2),0,4.739862981,4.725186345,3.003443333,0.799269603,-0.304529474
nodal(1of3),0,2.041377962,1.500337586,1.143683357,1.277141753,-0.418515282
c19orf67,0,0.615309685,1.452688904,0.845390935,0.347557671,-2.087150237
dusp10(2of2),0,-1.254377533,0.339492887,1.291957467,1.522055109,0.911894068
dlk1,0,0.908728242,0.790476187,0.318061039,1.729185865,0.680343502
fam83e,0,2.199841218,1.888445654,0.468880432,2.292058824,3.021830896
LOC107376761,0,3.381200357,4.38627859,4.43434742,2.951291784,0.053034027
gchfr,0,3.88283401,4.506059418,5.536773792,2.833532032,1.479561123
gtf2f2(2of2),0,0.758433661,0.738500449,0.069197857,-0.326536906,0.814207984
gpr139,0,-0.280798199,-0.233523562,2.170663518,-0.329906585,0.047175229
kcnmb4,0,1.376783797,0.68268679,-0.514109261,1.486607748,0.401590344
kbtbd12,0,4.402771877,4.412286379,3.713568633,2.390681344,1.243465119
vip(2of2),0,-0.828948526,0.833955827,-0.456186708,-0.311606905,-0.106163224
gcnt1(2of3),0,1.201895849,-0.413314021,-0.525296893,1.477023276,1.854276438
bsnd,0,0.709122168,1.861679508,1.823834746,1.47608618,1.181171701
kcnab1(1of3),0,0.177144599,0.144831658,-1.181428545,1.220966529,1.377914757
trim39(17of27),0,1.797011436,1.666119073,0.527518839,-0.347202871,1.128157546
grk5(3of3),0,-0.322418854,0.665390505,0.84967632,0.737554314,-0.424309249
cldn19(1of4),0,2.027661737,1.812509488,-0.581928689,1.218933714,-1.006047473
grm7(1of2),0,1.653821806,1.042284739,-1.092458812,2.371240498,1.773913134
she(1of2),0,1.894471117,1.829086394,-1.457815168,1.946257817,1.852904703
stmnd1,0,1.81714376,1.962336477,1.364487729,2.240403538,1.518403539
cnst(3of3),0,1.329373914,1.049222153,0.913637147,1.570366039,1.961822562
samd10(1of2),0,2.780163138,1.895304743,0.212630294,2.877232899,2.282189977
col10a1(3of4),0,0.262004186,0.333759706,0.337590358,-0.004044016,1.081755288
selp(1of2),0,1.681137144,0.776139301,-1.792892153,1.854678832,1.672422261
traf3ip2(1of2),0,2.671985451,2.728914249,2.588678352,2.480613051,3.020596362
slc18a2,0,1.037375286,-0.250914663,-1.735064584,-0.363225321,0.201286487
grp,0,-0.899182937,-0.75227198,-1.498331896,1.33044858,2.01690134
nrxn2(2of4),0,-0.220812541,1.785184315,2.149750455,1.758886846,2.250206882
skor1(1of2),0,1.341932333,-0.003040326,0.027368617,1.33044858,1.51126043
glis3,0,1.182710137,1.898609813,1.48413875,0.274476542,0.174696582
icoslg,0,3.072627303,3.256192232,3.999034465,2.728508737,0.869487995
LOC107388426,0,1.210238127,-0.091928889,1.863363941,-0.019740938,-0.543801653
mmp23(1of2),0,3.002723939,2.059151773,1.700104765,0.887627784,0.701745111
gja1(1of2),0,0.95991763,1.234703207,2.017560319,-0.020905274,-0.337647678
ypel2,0,1.721779794,1.674253102,-0.781603151,0.259130885,0.085661812
pfkfb2(1of2),0,0.395594415,-0.404727773,0.49955696,0.697850388,0.193577332
bcl11a(1of2),0,0.610840324,0.622749146,1.676960227,0.874367887,0.681860858
cstb(3of3),0,1.770298642,1.44864088,1.10999318,2.203146144,1.749437957
nfkbiz(2of2),0,3.090983671,2.335014766,1.604280768,1.424017635,1.749981782
ppp1r9a(3of3),0,-0.562345792,0.515775952,-0.232136455,0.249520197,-0.242244074
s100pbp,0,1.636489066,1.601318185,0.531996633,-0.393240578,0.984221672
elfn1(2of2),0,2.802317015,2.058675681,2.612889584,2.3846712,1.262395461
zdhhc2(1of2),0,2.786939559,4.097062339,3.385159327,2.877324796,0.645728701
kcnj3(2of3),0,0.661048898,0.327933979,-0.596447097,1.295583825,1.027891464
fibcd1(1of2),0,0.215941065,0.907788099,0.684992174,1.412520813,-0.1599558
slc30a10,0,1.406533484,1.08969784,-0.223711431,2.191649322,2.124001311
cartpt(3of6),0,0.76482877,4.115791278,3.457309321,1.803843938,-0.401764668
fyb(1of3),0,0.758659344,0.960076271,1.32743274,-0.411309673,-0.374096251
grm5(1of2),0,1.185605691,-0.05429253,0.848535216,0.852489813,0.860412592
mrc1(18of18),0,-0.443108117,0.83141348,0.830130984,-0.411309673,0.610574206
tmem253,0,2.484918814,2.556262984,2.99721396,1.888393528,1.590488641
nme2(2of2),0,-0.093566817,-0.502206678,-0.484102546,0.671027897,0.296782456
havcr2(2of2),0,1.017470313,-0.065413973,-0.405003349,1.614294943,0.527112067
ocln(1of4),0,1.046223866,1.083816918,-0.045983027,-0.07964044,0.990142701
hnmt(2of3),0,-0.608065112,0.243241934,1.382659179,1.128249595,-0.510748949
nr4a2(1of2),0,0.620879372,-1.044173899,-0.560265704,0.646541166,0.382509677
pvrl3(1of3),0,0.394925733,-1.439036761,0.493813349,0.44208854,0.574064525
vegfc(2of2),0,0.493470393,0.971878848,-1.27642837,-0.438216018,0.292980431
frmd5(1of3),0,2.561092401,2.583823936,1.57278402,1.805205623,1.153843739
cxcr2(3of3),0,-0.537518636,-0.408096428,-0.241547069,0.458743911,0.188939953
comtd1(2of2),0,-0.475474635,-0.068910822,-0.87888019,0.821081043,1.308352285
dusp26(4of5),0,1.372618878,2.018088889,0.29634487,0.640005927,-0.079250691
bnipl(2of2),0,1.973815352,1.152666275,-1.076021474,0.973719515,0.637236705
cdhr1(1of2),0,-0.02031835,-0.761815274,1.847683572,0.430968915,-0.062731371
adgrb1(1of4),0,0.663551633,1.942482889,2.838473562,2.193026382,0.366234233
ankrd53,0,2.603046132,2.684680297,2.596052094,1.927132662,0.565054871
aqp8,0,0.306817733,0.181190222,-3.103198423,2.074714361,2.264394705
rab32(1of3),0,0.838556577,0.524505916,-0.260086226,-0.452438194,0.818742589
gimap9(3of10),0,-0.789230958,1.028968341,1.733480755,1.768835444,1.371044039
LOC107391343,0,-0.293171513,1.331967308,0.722402551,1.57186504,0.54345541
cav2(3of3),0,-0.60937044,0.498638602,0.157933704,-0.10179371,0.702794574
iqsec3(2of2),0,0.467241698,1.363877538,1.898303829,1.237069954,1.455483173
slc12a5(1of3),0,0.348962367,0.552412429,-1.797156561,1.565206902,0.893190808
camk4,0,-0.244039364,-0.177196484,-0.752828646,0.413812798,1.201647811
cpa1(1of2),0,-0.858152939,-0.694015215,-0.619988169,0.175525134,-0.013998431
alms1(2of3),0,1.922914177,0.837003125,0.585121755,-0.112757921,0.834412436
dgat2(1of2),0,-0.197717347,-0.048944942,0.322756938,0.411115875,0.399378163
hmx3(1of3),0,0.043030762,0.476487654,1.520151237,2.311294901,2.423151416
zmym1(7of14),0,-0.868796161,0.465938047,0.885521923,-0.477134983,0.723458336
grm4(1of2),0,0.801726466,0.557733019,1.099191548,-0.478575128,-0.013363013
adcyap1r1(1of2),0,1.63800463,0.970568515,0.052940403,-0.944406956,1.573357744
chad,0,6.630935152,6.639934485,4.737563908,4.806726781,4.331182538
scube1(2of3),0,2.144145143,0.906651312,1.251716541,2.112733287,1.821693639
lox(4of4),0,0.128348314,0.840017715,-1.633117601,-0.960689852,0.400732593
frrs1(3of5),0,-0.499876661,0.191422196,1.414742497,1.079103485,-0.271961374
apba1(1of3),0,1.110388745,1.953165696,2.599391709,1.078451732,0.347247773
cldn4(7of19),0,-0.755779374,0.754709272,0.453361032,0.935041279,1.767802433
egr1(1of4),0,1.845795147,1.788588532,2.444684451,-0.965943549,-2.175783301
pde7b,0,3.450445071,2.781199057,1.450750661,0.149293939,-0.042062986
LOC107379146,0,-0.508296857,1.048735398,0.961718853,-3.143909475,-0.040599519
cfap44(3of5),0,1.81072036,2.990654636,3.67960263,1.723742001,1.513896135
myadml2(1of3),0,0.007842538,0.703281968,-0.425011786,0.375053088,1.170878494
cadps(6of7),0,2.21944807,1.996299312,2.392133658,1.619308959,-0.085128677
cyb5r2,0,-1.802100406,-1.226297702,0.541744816,1.523529341,1.70886705
cfap44(5of5),0,2.224533217,2.321418634,3.60958201,1.522914527,1.491646832
nme4,0,-0.354997859,-0.509765402,-0.288852082,0.372619149,0.438150618
kcnk9,0,0.539547231,0.807468285,1.516172229,0.371775527,0.654473042
angptl1(1of4),0,-3.159497629,1.129079469,1.768043963,0.170607397,0.92557803
colec10(1of2),0,1.523341917,0.80571263,1.479785199,1.412901194,1.097394661
racgap1(1of3),0,1.039898277,1.318754351,0.131789188,0.908990586,0.880758167
fam3d,0,1.025972043,2.980250714,4.157284545,2.919666843,-0.316885598
rora(3of3),0,3.219718606,2.581488709,2.636746031,1.180714231,-0.07324724
rhbdf1(1of2),0,2.53781145,2.383037431,0.825149529,2.48468335,2.761266548
ano4,0,1.457093216,2.381681766,1.486716463,-0.517293447,-1.40386543
dcst1,0,2.556310311,2.234060786,3.464954208,0.124723449,0.396307173
kcnh1(2of3),0,0.621699314,1.161602,0.602763757,0.124723449,0.137904092
ncan(2of6),0,-1.102934388,-1.261026553,0.804031023,-0.991734914,0.480027627
kazn(4of4),0,0.831266733,0.210031844,0.12150803,1.042915273,1.682484476
ciita,0,0.621107855,2.124564404,1.88757313,0.897472004,0.030712153
mmp19(1of2),0,3.028341771,2.510913437,1.774002498,2.830603211,2.669594191
ugt2a2(5of7),0,1.297224741,0.723300515,0.361230273,0.352200765,-0.646235677
smim6,0,0.221978733,-1.272029596,0.659302137,0.352008068,1.018040336
clec4f,0,1.245146278,-0.48477107,0.198165942,0.735009216,-0.907814425
LOC107388197,0,1.175357905,1.03743429,2.084680338,0.350721718,0.64209842
ccr1(5of5),0,-0.613179307,0.264556208,0.563013397,-0.532208748,0.227495985
rspo1,0,2.2932282,3.718521178,-0.479202323,3.075403111,2.665699576
lrrc73,0,0.814675284,1.270010831,2.043657563,0.549321807,0.793935025
clec17a(8of10),0,-1.750505391,-0.474794092,-0.927388624,1.281078956,0.175579115
duoxa2,0,1.036947258,2.03619419,1.765777635,0.72527345,-0.816650948
usp12(5of5),0,0.655677331,-1.789199463,-0.022584624,1.026509928,0.263209095
dazl,0,1.919419909,2.039358661,3.311235279,0.340284795,-0.352281471
galnt6(2of2),0,1.154136829,-0.121530708,-1.213839009,0.723779722,0.566724575
cd82(3of3),0,1.552627269,1.412290275,-0.738767319,0.881534799,0.82455747
nlgn3(1of3),0,0.538230481,-0.630362469,-1.205542536,-0.543131354,1.705470015
zbed1(4of6),0,1.709403596,1.1326398,0.610000492,0.094222519,-1.072679355
fabp1,0,0.680092615,0.330581714,0.470271778,0.711906986,1.638212606
cpxm2,0,0.396874455,-2.004172743,-2.310804639,1.140213582,1.156272097
chat(2of2),0,2.150058771,2.013844427,1.65661862,1.736690433,1.934077771
mdga2(4of4),0,-0.022034714,-0.63349369,0.908075597,-1.749292582,0.579055913
LOC107376767,0,-0.739735591,1.114603418,2.498743972,0.558145701,0.171870413
gsg1l(5of7),0,1.558480303,1.547457146,2.464881499,-0.567484998,-0.604380801
kiaa1024,0,0.699833711,-1.468309646,0.495314231,-0.211341111,0.108897792
zp2(3of3),0,-2.620593704,0.91250269,0.6647256,0.695957902,0.345759036
mapk8ip1(2of2),0,0.902796314,1.066221197,1.325952698,1.959297136,1.74916286
blnk(2of2),0,-1.493602749,-1.537283351,1.899476511,0.853507153,0.863358925
jazf1(2of2),0,-0.329487901,-0.739397753,0.743206928,0.304873261,0.312437619
rab34(1of2),0,0.313448853,0.825377611,-1.501040075,2.208098059,1.335724203
zar1(2of2),0,4.140349025,4.588962583,4.883287695,3.384869438,0.569908705
cdh9,0,-2.211614343,-2.128050398,0.123670855,1.722770696,1.589607559
gpha2,0,0.732316287,1.077719094,1.642396096,1.637086698,0.40418418
chrna9(1of4),0,-0.912363905,-2.131410994,0.521253032,1.946859454,1.436719488
prickle2(3of3),0,1.548451664,1.983734336,1.141407767,0.842762059,0.484262686
tgm5(2of3),0,1.786210899,1.937701633,0.374037123,0.683506385,0.596374542
c1orf116(2of2),0,2.545664866,1.564212434,1.761844076,1.446455142,2.413661995
sec16b,0,2.12953396,0.926195364,1.824750583,-0.583104036,0.722322927
pir,0,2.325474989,2.853032349,2.449135537,1.227153404,0.800940442
pcdhga7(4of10),0,1.052824779,1.240422032,-0.360650203,2.810572646,2.857627215
rdh12(2of7),0,-1.229150723,-0.131194249,0.963310482,1.530575372,1.258975149
taf4a(5of5),0,0.246242436,0.035962836,0.462255099,0.28350825,0.962434817
msh4,0,0.186717383,0.904965361,-1.561406533,1.99523246,2.382150246
prdm12(2of2),0,0.205685348,0.366040116,1.665544918,0.821594725,1.242541411
kng1(2of2),0,4.222783261,5.259199151,2.361062606,2.294506081,1.377739384
sh3bgrl2,0,0.428034437,1.974528287,1.260818009,1.520707182,-0.206177615
brdt(1of2),0,-0.350881059,1.659790243,2.364835118,0.473164806,0.550906793
adra2a(5of5),0,-0.24461424,-0.04033304,-1.061796048,0.81135329,-0.721625831
tmem150a(1of4),0,2.918397775,2.924187607,2.739597621,0.470697331,0.472512495
fam19a2(1of4),0,-0.387570165,0.811902988,-0.560569781,0.470274572,0.064841196
meioc,0,-0.617569523,0.396326101,-1.108347282,-1.090708742,-0.620051379
slc7a5(2of2),0,0.518451396,-0.122710378,-1.550830437,1.310698492,0.636485872
si(2of2),0,-2.689599379,0.014084464,-0.646617012,-1.804158574,0.385732141
LOC107384347,0,0.112100015,0.391449617,0.20350222,-0.263161158,-0.218468451
cartpt(6of6),0,0.750162884,1.386162185,-1.727447218,1.973570307,1.658909795
gmpr,0,3.748950443,4.317190107,3.506475952,2.426840508,0.929232701
gjd2(4of4),0,1.286298729,0.615517149,0.379745613,2.312492223,2.006301171
bgn,0,-0.874050297,0.359986256,-0.779583682,1.392040333,1.046250506
ppif(4of4),0,-1.28854499,-1.105013389,-0.190970486,0.242785714,0.704179636
kcnj11(1of2),0,1.872849242,2.89150181,2.833783547,0.928293502,0.636400044
rbm46,0,0.58757731,0.972382862,0.639622635,-0.282848497,-0.585333521
klhdc1(1of2),0,0.682811515,0.198233592,-0.87784313,2.02004542,1.908002581
hsf2bp,0,-0.647432066,0.513077063,-0.51697302,0.621862834,0.969453889
f2rl1(3of3),0,1.616977157,1.203197356,-0.515679485,-1.121681407,0.235994102
myoz2(4of4),0,1.756494233,2.226939619,-1.301838163,2.403543835,1.313393489
foxa1,0,0.940906343,-1.104774467,-1.310131467,1.652463261,1.587136026
LOC107377351,0,-0.960563334,0.70321771,0.241867173,0.431382955,-0.333423912
marveld2(1of2),0,0.9587629,1.233586157,0.988520918,1.940767259,1.796274484
cldn24(1of2),0,-0.693776622,-1.262955188,0.814045176,-0.300566545,0.201386488
slitrk5(1of2),0,1.105593826,0.192458576,0.692360516,0.764874594,1.372582821
c2cd4c(5of5),0,-0.392603894,0.192097944,-2.685660965,0.221763361,0.318948494
grik2(1of4),0,2.17295312,1.310556271,-0.274091763,1.641162003,0.916715613
cd22(4of7),0,0.415226074,-0.804951826,0.778552705,-0.018769046,0.219594355
bcl2l13(2of2),0,2.183520795,1.739387283,1.948007022,0.601793909,0.122834702
aqp7,0,-0.284747747,-1.39729424,-0.162167658,1.792935691,1.778005009
clec4m(2of3),0,0.606570872,-0.331032489,0.227090471,-3.313565354,-1.450969202
kctd16(1of2),0,0.259786225,1.568026241,0.262641729,0.21694359,0.58495682
rprm(1of2),0,1.168751062,2.020976217,-0.441310446,1.46063444,0.371971459
clstn2(1of3),0,1.882911787,0.356951161,0.526802649,1.42881941,0.852110321
c7orf62,0,-1.919570836,-2.768809698,-0.164549914,-0.024051292,0.486097504
lrrc74b,0,0.79682524,0.599758123,-0.167756845,1.858611738,1.121392451
tdrd1(1of2),0,0.968083747,0.990590937,1.68731195,0.897924798,-1.395096889
crispld2,0,1.116757232,-0.403353795,1.691072208,0.207563887,0.695739529
gpt(3of4),0,-0.365819395,1.154842938,0.876218012,0.945743126,0.018740415
nr1d2(1of4),0,-1.263153399,0.215078589,0.192001362,-1.151953926,0.157749196
calb2(1of2),0,-0.102133807,-0.608220958,1.128504632,0.884368768,0.60044194
gprin3(2of2),0,0.278188074,-1.438048054,-2.454302188,1.905815446,1.27275191
kcnk2(3of3),0,-0.456531532,-1.590365169,-0.771314123,-0.333396634,-0.192519905
LOC107377134,0,1.465230169,0.716460271,-1.940153688,1.609875804,1.566914556
pcdhgb8,0,2.199063516,1.478781843,0.711155514,-0.689827396,0.569765821
klhl34,0,1.964571864,0.575782401,0.321184998,2.151202949,0.041915326
vtcn1(3of4),0,0.146872148,1.616024918,2.208902495,1.764658657,-0.064603531
tmem150c,0,-0.598914726,0.561279935,0.887701216,-0.050516872,1.254467542
syt9(1of2),0,0.963639795,0.527810499,-0.428909948,0.726998348,0.911964282
LOC107388353,0,-0.714424691,-1.891392735,1.054016494,-0.041726845,0.272701283
kif26b(2of3),0,0.709795768,-0.818534602,-2.068850887,1.750158158,1.929659265
necab1(4of4),0,-0.174212779,0.665104615,1.846891474,0.546947921,-0.251002691
fam150b,0,-0.175772499,-0.714777165,-1.453706034,1.312620374,1.601473408
cacna2d4(2of2),0,0.160678842,1.585526342,2.264260519,0.544227868,-2.469695173
rp11-766f14.2(3of3),0,0.291792102,-0.589975255,-0.027686798,0.029541012,0.534425119
cabp1(3of5),0,0.281195851,0.517624511,1.793452101,-0.366410858,-0.302989601
lrrc71,0,0.323336418,-0.721860355,0.195572597,1.652587347,0.664187463
sh3bp1,0,1.034919074,0.653680491,1.161215109,-0.727678653,0.053639653
aadac,0,-0.515937688,-0.403348098,0.644448933,1.194785004,1.066186577
kcns2(1of2),0,1.165885029,1.203513003,1.886875501,0.349365715,0.282101595
lpin2(2of3),0,1.213869062,0.878024375,2.593897697,0.144913089,0.378942234
nynrin(10of15),0,-0.619467988,0.832490304,1.079343034,1.082219121,0.406485496
gng10,0,-0.295793092,0.624542539,-1.54527553,1.388840178,1.709540586
sycp1,0,1.854240399,1.971813947,2.35465636,0.686376042,-0.017085008
LOC107394668,0,1.095822665,-0.44357249,0.258982411,-1.923806207,0.566651143
cxcr3(2of3),0,1.257784625,0.387663997,-1.139503543,1.641298786,1.347244219
slc43a3(2of2),0,1.836477861,1.347771064,-0.947004214,0.68478309,0.438395572
slc5a7(1of3),0,3.227875169,3.548233088,2.257622304,2.406937337,1.959190828
piezo2(1of2),0,-1.050226137,0.283800532,-0.105089691,-1.214417323,0.331920358
trpm3,0,0.587129395,0.730271898,0.939112373,1.38536294,0.922029724
lrrc15(1of2),0,-0.096347097,1.24400336,1.006162833,-0.38369336,-0.003541983
mafb(1of3),0,-0.681938906,0.015352729,-1.376498288,0.522855352,1.781116978
ryr3(5of8),0,0.346902934,0.028711324,0.07193408,-0.387627586,-0.110948681
pgr,0,-0.22996681,0.678227349,0.483178613,-0.745536254,0.186290884
plpp3(1of4),0,1.193663047,1.034181661,-0.691623423,0.677518905,0.672558889
armc3,0,1.237048441,1.517416025,-0.308814102,-0.389847792,1.279889401
ccdc73,0,0.000830513,1.333062759,-1.252380438,-1.22381418,-0.441745012
pax6(3of4),0,0.615513297,-0.808737305,-1.367917598,3.103033228,3.20211916
topaz1,0,-0.373974114,0.675912677,1.209498507,-0.393755389,0.379903781
pgm1(2of2),0,0.195245666,-0.103814663,-1.116887345,-0.108576692,0.95819346
colq(1of2),0,2.737891566,2.845121456,1.004654513,2.7883502,2.200238426
apol3(1of3),0,2.30590261,2.981039758,1.017147646,-1.943765154,0.570257189
cabp1(2of5),0,0.084694388,-0.900344232,-0.876944993,1.271214821,1.609232281
tmem178b(2of3),0,-0.178221341,0.576432204,-0.748083471,1.168621411,1.693752528
frrs1l,0,0.918252326,2.020446744,1.667877238,0.804751577,0.96526088
rnf208(1of2),0,1.51063697,1.374485831,1.055693109,2.238178607,2.017172709
tmx3(2of2),0,0.408983305,0.855549611,2.666935448,1.266590318,0.440352265
erf(3of4),0,-1.517806842,0.192104568,-1.240144906,0.802393593,0.405792483
cacna2d2(2of2),0,-1.185823758,0.605180845,0.007744216,-0.122132722,0.541001343
gdpd3,0,-0.397539218,1.001271643,-1.204254151,-0.123574649,1.650870761
