id,PreD_Lib1,PreD_Lib2,PreD_Lib3,D3d_Lib11,D3d_Lib12,D3d_Lib24,D6d_Lib14,D6d_Lib15,D6d_Lib16,D1m_Lib18,D1m_Lib19,D1m_Lib26,D4m_Lib20,NonD_Lib21,NonD_Lib22,NonD_Lib23
acap3(2of3),2.327558683,2.734178565,2.620817086,2.776579337,3.903127676,2.359187167,2.245819839,1.886991806,2.045310124,1.012356791,1.199016115,1.550319567,3.445453997,2.998745378,3.773023345,3.065753763
acat1,52.4158698,50.99275833,56.53953349,82.68031593,78.74207367,92.25439748,100.6476331,98.29350658,92.82442718,73.57609751,66.07497076,75.81919188,59.01825451,47.0689502,54.73309881,66.71742037
acat2,13.17238272,10.81531727,13.15988311,5.176911823,2.735142644,2.457687184,2.922240571,2.387515604,2.196963326,3.184159748,4.442631818,4.115167179,13.43678415,12.16968729,12.69589062,15.04596012
acbd3,25.23406447,20.6119642,16.37137171,7.062034239,8.415508953,7.45080076,7.116482812,8.087385219,9.33305269,8.010534451,11.39540592,10.60246614,14.91646837,19.59098724,20.80518817,21.27490989
acbd4,7.448325739,6.87446389,6.073303502,3.611340181,3.415588467,3.479748423,3.712337818,3.977153554,3.915500794,5.250952426,5.261138761,6.173736961,7.242001652,7.791910858,7.871433458,8.048396421
acbd5(1of2),9.934966565,10.84362618,12.14400826,31.07729525,31.65522428,29.11916723,26.91545728,29.44392917,30.08946636,28.94391904,39.32740666,33.49587622,18.92316829,8.723888187,9.303647148,8.430643442
acbd5(2of2),5.161482816,6.060628656,6.865037421,4.448322645,5.610787002,4.040588933,3.801877601,3.168546077,3.069851781,2.520477478,4.54717496,2.94681359,3.5259627,3.47376339,3.160017979,3.046204968
acbd6,21.35292318,21.97776091,21.35862238,24.83097803,23.68388272,20.81072138,20.18541205,18.73978036,18.62975177,17.04734827,24.61402466,25.47339096,32.21526941,23.33490042,23.27399658,27.34746367
acbd7,12.9578706,20.60887004,23.96446886,28.87749319,25.78065101,21.1024496,18.96788987,22.63889822,26.60507802,4.046831894,8.490399586,8.216423513,72.96381796,78.55594398,77.67896275,97.38867479
accs,4.486200477,4.092889117,2.965327394,2.076938045,2.829151367,2.649157618,1.784347536,2.490160402,1.766646153,1.032057196,2.168862982,1.192560274,3.067092648,3.534337103,3.846206558,3.93342214
ace(1of6),2.847902404,2.269401179,1.805499798,7.741201396,4.024623867,3.239442879,3.186921611,3.938229539,3.74002367,1.014692402,0.223289963,0.603949289,2.572524974,4.024756564,4.346250695,4.535555719
ace(5of6),27.67708175,10.03973143,8.403153907,85.2022233,47.74816214,39.50862828,34.48594695,37.3567644,33.22254438,4.078664817,2.426943401,3.942363586,3.26844949,3.52808379,3.145096098,5.611245132
ace(6of6),2.970509251,1.923887559,1.110671625,7.812377214,4.836576443,4.895256025,3.186263099,4.701976319,3.405321667,0.979192831,0.264102154,0.891410915,0.684981359,0.415857196,0.687363432,1.106757747
ace2,0.934704747,0.689986933,0.692954784,0.818976565,0.687331289,1.239556403,0.730240968,0.588082513,0.932188683,0.524685271,0.481652473,0.641291318,0.501976,0.875611353,0.840977809,0.588431449
acer1,0.195960969,0.228104543,0.42403581,0.212686672,0.284828565,0.161052058,0.300078934,0.371871927,0.13666412,0.069516018,0.200955757,0.037177429,0.369259051,0.554843929,0.560774399,0.419362408
acer2,13.81518878,11.83640081,12.73971654,11.47658352,12.05796251,16.50771924,11.56520611,12.71610923,13.28545771,14.76835315,10.63577984,18.41919388,6.753339062,15.4385009,11.46122796,8.608250755
acer3,1.937025964,1.692196038,1.943548573,3.022327213,3.000346035,3.191286383,3.68883523,4.051671746,3.711254702,7.900882849,7.308657129,6.887420495,3.912504168,1.736898918,1.436330595,1.366470147
ache(1of2),1.692092511,1.93052748,1.848927994,0.842064204,0.925860178,1.289062234,1.259878489,1.030402931,1.215598163,0.749028839,1.374683987,1.487368444,1.89397454,1.746878944,1.655831659,2.150377686
ache(2of2),0.039200507,0.034206941,0,0.439376249,0.228908978,0.309828923,0.262685097,0.536903335,0.246789505,0.083600413,0,0.267544865,0.7196777,0.757615145,0.468310515,0.418267019
acin1(1of2),68.32074153,70.31358824,47.13368154,26.21937382,33.0441199,32.35251436,29.31441151,29.94441241,30.56400232,30.2237143,35.71930248,35.90624958,46.55689852,66.13263024,60.10696546,61.97581298
acin1(2of2),39.33644735,36.44700065,27.46158295,21.13925914,25.87733234,22.76453402,17.64636315,19.61765166,22.07543246,19.72269184,21.09326899,20.36024397,28.13424275,42.84566377,42.14445742,38.76229326
ackr3(2of3),5.499422061,5.861229795,6.049073717,4.738311988,4.865875091,4.04934593,5.162516871,3.228174761,2.865463989,3.751333102,1.527425696,3.221728864,5.307494988,6.739941804,6.981508084,6.437520663
ackr4(1of2),0.123071047,0.375278547,0.399910242,1.282054413,2.416712224,1.712528101,0.520479936,1.841284276,0.869848414,0.924818778,0.253997265,1.047424953,1.300258648,0.792156685,0.889765489,1.463197047
acly(1of2),28.35711629,26.21779414,25.8096284,13.66444052,12.09371598,11.67062768,12.7874791,10.73040388,12.36460001,11.03165484,13.27050561,12.68471019,24.18318299,29.03450794,30.34795932,32.10311522
acly(2of2),2.12779047,2.295144351,2.400140797,7.163228137,6.135184364,5.304036373,5.125987488,5.331330066,5.704672525,4.469153493,4.414984885,3.226018968,3.818152937,2.255478051,2.635833423,2.38752293
acmsd,0.640637902,1.070389018,0.693684208,1.106662826,0.708155677,0.741238261,1.214862734,2.082646394,1.127703255,1.772268879,1.209845895,1.152053879,1.166737618,1.705413909,1.657650637,0.905861247
aco1,22.72897476,22.97063388,21.08018864,17.58093566,16.96856636,14.97272571,23.07623275,21.69955178,19.66824426,16.95961709,17.59610367,13.84048792,21.89185072,23.2408674,24.34392286,24.66967029
aco2(1of2),96.04028726,86.61045551,62.22280992,22.16715635,21.71649324,18.50825947,25.02669884,24.16951604,25.6914928,34.06161635,31.28326816,32.23901407,73.46498392,109.0426339,111.5854628,116.9710275
aco2(2of2),1.849402233,1.267560177,2.90740029,1.815049417,2.321683296,4.835145309,2.402480085,2.869830339,3.642716101,2.351083959,2.263337074,5.406703596,1.771306754,2.191601923,1.713210066,1.75820746
acot1(1of2),15.6317511,14.63475266,20.9758828,29.21185067,25.58411056,29.99478801,34.51901476,32.91260257,31.30178207,31.46632269,36.25392674,34.28406481,22.15306419,12.12596521,15.06334269,14.94838318
acot1(2of2),7.706490779,8.559647415,9.343660552,8.270222626,7.263441724,9.312722444,8.813337583,9.590802116,10.43072734,9.324334638,10.06957115,7.539568665,7.434899711,8.494869848,8.087219598,7.115680395
acot11(1of2),6.908565022,6.617073878,7.531089354,16.55862473,15.44395229,17.33927216,20.0179723,17.58790848,20.22614755,16.47364638,17.53292108,16.98001043,8.447105359,4.561480225,3.906448168,4.144558411
acot11(2of2),6.104053212,6.66380046,9.373678391,19.93597151,19.59478333,15.48440366,16.5996137,16.19503913,15.14688757,5.153768058,9.043569883,7.293795269,7.591438477,5.779970407,6.289907292,6.955935486
acot13,15.68439834,13.3196772,14.22407799,14.68746966,12.97812704,9.930197514,19.01076043,15.07921539,20.76928106,27.0657331,56.79361551,29.5191514,22.28010256,15.49838747,15.67457485,18.76472864
acot7,0.38610866,0.721157699,0.358378166,0,0.569750539,0,0.139572711,0,0.194348396,0.059098933,0,0.187904623,0.816440338,0.936225839,1.055659025,0.555284254
acot8,6.18047141,5.509734394,6.265471721,4.265511434,5.367049763,5.264449823,5.097373236,4.623990036,4.555135342,5.555111936,3.266941523,5.873682029,4.601479635,5.498834316,6.196294355,5.512096241
acot9,43.4579696,44.14121873,52.77757986,108.2142764,94.16643599,104.8361609,112.2393329,126.5384028,117.1980441,122.8903002,157.2484306,132.5853608,55.70206511,28.6400391,32.5274741,38.17678179
acox1,11.34697161,10.80447768,8.968024037,11.3705269,10.69711043,12.00694147,11.24481053,11.31187562,11.94814918,12.38944074,9.562997643,12.66945298,12.01068223,14.41784255,13.00080985,13.41859555
acox3,10.11258947,8.530028566,7.822673063,1.878417372,2.79280287,2.222060708,2.720467815,2.669892035,2.066857173,2.738151389,2.738070629,3.077118282,6.927309292,9.138866983,9.877139499,11.2044067
acp1,19.70627202,14.85166995,14.65349038,1.318395073,0.230469073,1.19229737,0.901468035,1.915357147,0.215783761,0.968913028,0.462106716,3.132045372,22.08671689,26.50706656,30.2913694,31.54903396
acp2(2of2),12.19202432,10.35523362,12.45619018,7.536449254,6.360365859,6.869150238,5.101384166,6.164641976,6.791861052,4.634646497,2.113134862,5.242472321,7.571634608,14.03643287,16.00641931,16.98101738
acp5,0.583627902,0.593762285,0.315919072,1.507837327,1.17896653,0.722584205,1.308995183,1.169805722,1.059259216,1.040161955,0.60057246,0.93953814,0.78903212,1.081983499,1.184403138,1.731394919
acrc,19.84992738,18.18322205,15.21061007,3.095487833,1.268615178,0.558781597,0.372310356,0.691735632,0.282660685,0.129240234,0.497819144,0.413405156,13.85755835,19.29960276,20.59334793,20.6736083
acsbg1,39.84455921,37.5030023,35.24155519,26.15041365,21.2824646,19.80151643,18.69691324,20.92332964,17.75750545,11.80117033,11.11615484,13.79262624,24.44271332,27.41195687,28.18949135,31.56491774
acsbg2,0.085346737,0.204303466,0.160930139,0.157139552,0.382933814,0.25054895,0.159070754,0.192639316,0.073751799,0.588514572,0.370678744,0.462463674,0.33089777,0.348991175,0.22216935,0.251644302
acsf2(1of2),10.11727307,11.90708777,13.83021476,46.56081522,40.92871698,41.62532965,49.22458621,49.85475067,50.03803314,63.46467848,60.60514348,56.47365007,30.53126031,12.35915393,13.37144241,14.11839265
acsf2(2of2),0.258905035,0.232461258,0.402655973,0.344894387,0.269494512,0.10952598,0.340363495,0.042167847,0.161530035,0.332152362,0.162091088,0.288546435,0.311775425,0.714806707,0.60992372,0.335153308
acsf3,6.633587321,5.900782652,5.349202504,3.761947166,4.078111734,3.695987468,4.013994695,3.771314761,2.94554311,2.633360337,2.760537642,3.515541183,4.621367847,7.345076338,6.348373221,7.242048386
acsl1,36.82953485,39.13011078,34.68089076,33.74010285,31.62633404,29.29764336,32.03505094,33.12674598,30.23489728,27.04289687,29.17870868,23.85014979,39.71831356,44.75145727,48.60188451,54.4627949
acsl3(1of2),19.7261202,19.85132898,16.21548647,5.03398819,3.887455754,3.554480273,6.024143302,5.49394029,5.827666682,6.030882589,8.216698399,6.195452767,11.82908774,13.86481096,15.12672144,14.95829211
acsl3(2of2),1.537145243,0.94980411,0.877451958,0.537676162,0.927951894,0.924192566,1.161288162,0.905192939,1.307838648,1.011309985,1.19731328,1.061068443,0.810245455,0.831482277,0.72596238,0.655298757
acsl4,43.50696967,44.70245773,36.16699997,37.06801582,33.04337598,38.12090488,55.76216005,55.37571667,50.71260041,55.31759414,52.3391408,45.98808364,34.56055641,27.91924918,28.36381139,29.71903935
acsl6(1of2),14.2577001,13.44631747,15.02481363,2.846866412,3.300746155,2.891374685,2.421702264,1.503920236,1.662513383,1.200006919,1.718024205,2.274100071,12.97852647,14.77950757,15.71019445,18.05200427
acsl6(2of2),0.136462483,0.105915346,0.196841187,0.281711897,0.2420483,0.149443436,0.050607768,0.206991955,0.21126122,0.225752312,0.093246873,0.103584035,0.450118781,0.319791991,0.56836094,0.714582934
acss1,8.294829013,7.658684855,8.917832645,15.89083051,14.22646124,13.42860514,12.44792277,9.879706736,9.922874857,9.875740614,9.878453377,12.36996322,11.96993256,10.05016926,10.41671378,11.80681494
acss2(1of2),0.379625066,0.25244843,0.665082956,0.20224111,0.895449566,0.785187491,0.151222518,0.08243855,0.176785529,0.500725321,0.185521314,0.37025836,0.204304292,0.148237663,0.206736811,0.154510832
acss2(2of2),26.50476128,26.55514963,25.46245459,17.64326058,14.85803435,17.73390735,11.98048163,12.06090616,12.15487811,14.01309679,12.66733072,12.93360272,23.59425013,23.72696296,25.21675037,28.81140147
acss3,6.46505515,6.054922215,5.346592706,8.451072376,8.441493785,9.222969032,11.97569033,11.426212,8.500953947,13.87020677,12.47035895,12.66601634,7.354840617,5.064368309,5.005796372,5.123433069
acta2,5.726628748,7.981850139,9.856657723,45.58496814,51.54414271,55.5691634,100.0444548,112.7049874,107.8332355,233.1054603,178.2825341,110.0053671,43.03220741,5.077982978,5.090961902,5.781549566
actb,122.9788268,109.6199558,129.3041412,696.5700947,583.6965718,622.0053005,540.0651415,622.2639736,649.6336875,201.6675246,186.7300404,141.9087172,162.411423,169.1082115,163.541495,179.4223745
actc1(1of5),3.433272748,3.678249952,3.518915335,7.536522958,6.103070686,5.656039791,4.721523065,6.71265549,4.919794578,5.883875321,7.279140446,8.043213417,3.365078117,3.00621936,3.062131715,2.99197492
actc1(2of5),18.77757366,22.83284993,29.35074345,110.2612497,128.0602959,86.12416212,110.0065644,129.5650962,105.0303506,71.13212502,79.42256811,44.66060101,38.86427041,20.61651759,18.93923836,25.08574031
actc1(3of5),160.6160504,234.3203863,259.0118693,622.4315919,697.7030683,402.5615814,314.4858059,348.7010552,321.8628322,40.42043934,36.76847269,23.65458633,206.1920208,176.7713361,156.0481544,202.2263272
actc1(4of5),67.88088201,97.67518141,89.73714572,218.6972862,250.1914931,157.6954065,160.0799754,184.0773079,165.1954914,90.33798196,98.21871757,55.93059879,145.8081574,100.7402237,101.7275941,129.036191
actc1(5of5),166.6854422,202.7787982,186.982265,220.8469969,276.2655074,186.4215258,244.671121,270.0725119,228.9632416,148.340376,170.2148254,104.7034544,137.04073,131.9987773,119.549188,169.1136804
actg1(1of2),801.606413,807.1385856,838.3573088,1220.596611,1226.871085,1266.066267,1086.164386,1350.656797,1341.083662,1981.700418,1018.08615,928.0450297,968.5309938,857.3985183,847.8967813,864.6738046
actg1(2of2),533.6008444,530.3067956,477.6262579,376.2897976,349.7958237,308.4913526,520.566476,546.956712,548.6322067,371.8213079,457.8680851,290.4024793,501.0033966,474.4991795,532.8452984,572.6683903
actl6a,86.04245468,78.69958394,72.57504336,14.03048205,9.994517239,10.9929517,12.32429582,11.40676764,10.12780436,12.12143486,19.52417884,17.63232291,76.81536297,75.69448816,85.84726821,103.0833908
actn1,27.31202747,30.12390201,26.58573721,45.37980133,53.02698287,42.53706135,46.09735572,47.513234,45.50418185,29.70166071,33.56938727,34.28537636,38.43846436,33.19326268,33.35703517,33.23351145
actn2,5.533601086,5.70140069,6.017916248,5.463477491,5.604749286,5.625549358,5.372283913,4.727902319,5.443367638,6.505638576,6.360572766,8.201649069,5.588150721,7.221714412,5.946350156,9.663245383
actn3,4.051406546,5.752680716,5.866133767,8.251432255,11.38434275,5.926813156,4.817689823,6.83618268,5.48092218,4.807700434,2.2464371,2.261643387,8.556271725,8.566312734,7.928679572,8.592324924
actn4,73.26955631,67.8161574,61.37985459,58.32492713,60.97568457,53.98545556,50.19002282,54.12844805,55.13410043,54.40712764,50.86038683,54.17191752,65.22634384,73.61405846,77.39226384,77.19414163
actr10,24.30999893,25.70311244,28.27921465,26.21860761,25.4055234,30.19316334,34.29548238,34.89374641,32.14846919,46.46785348,37.31126279,42.10743572,31.20857801,26.09182887,27.16108154,30.61388975
actr1b,40.27253175,35.05839284,33.95724971,15.27264897,14.55596616,14.87521857,13.03808711,16.45756832,14.88780303,19.84367964,18.86692471,20.19765658,34.1700614,40.1703631,44.53779731,47.56182214
actr2(1of2),49.41440242,46.76599331,45.62563187,36.66014091,35.53116025,37.46844431,45.39767275,46.82254292,44.12787642,69.31089067,84.67113603,85.04566822,82.04422758,57.32127286,57.83154324,62.93024009
actr2(2of2),14.50783703,15.34047564,18.41672266,41.25000286,37.30299691,39.24764833,36.39654224,35.28012572,37.60647835,16.13069719,19.53382,14.80620727,23.82161919,20.51465811,20.73042092,22.88720178
actr3(1of3),85.93237439,76.52621124,72.41300887,26.57187715,22.38822846,35.49186229,31.26064444,29.32380773,20.8696198,53.05913465,69.47294003,66.32263394,65.99614886,67.11122843,59.96050922,70.8841828
actr3(2of3),52.68752578,49.40957786,46.41917411,20.93230115,19.63840118,16.33578827,16.46636263,16.88462783,15.78712172,12.05045946,18.00196099,12.55950748,45.75186305,54.24369467,57.63143361,60.34326389
actr3(3of3),47.92410793,49.70523845,47.00381437,45.9012686,32.24536748,22.73224879,18.45131154,16.24519471,29.25265963,25.0651943,38.3812408,35.65772837,46.31011594,41.48471361,44.08663697,49.94751466
actr5,8.820685647,7.567618773,6.939033824,1.881811708,2.022375656,2.94146936,3.72493692,2.489491565,3.756593888,4.650741273,4.865482908,3.907426586,7.956891388,7.925920709,8.482486067,7.993900245
actr6,29.87436761,29.12645172,27.01056084,15.34510252,12.25282212,8.855424362,7.818046995,6.939047346,8.340828587,12.16798888,15.95075902,17.44409823,27.27544197,32.00812295,30.82340281,33.8662013
actr8,11.78594866,12.51061011,11.96006666,4.474055035,5.272605347,4.618758585,6.342632048,5.908852474,5.404748293,4.820196089,5.277251002,4.835454388,12.49771097,12.85480747,12.46619498,13.09408074
acvr1(1of3),8.2037358,8.792942846,10.77890605,9.840576621,11.49267699,9.876962583,12.80235198,11.6301261,10.07012823,9.795780843,7.254237834,6.148403884,7.088072698,6.398708506,6.618330207,7.025068524
acvr1(2of3),21.81355578,26.76971099,29.17777551,72.27188462,69.45700635,67.52596219,77.18658668,76.34508658,77.03389374,58.99681779,67.30278633,66.98048431,40.66615041,18.94614388,20.63340083,21.6936974
acvr1(3of3),11.99253175,11.70108179,12.72162278,15.81363781,16.16355032,18.19253806,20.53321237,20.68205488,17.27455993,21.86062899,22.77915546,19.64186727,12.52138787,8.090002267,8.388225255,8.911292662
acvr1b,16.17507889,16.97329087,15.78415508,18.89948697,19.5206807,15.25718558,17.89393404,16.81757557,15.30245183,13.17700642,16.3650019,14.04570524,21.66921264,17.36045023,19.22920611,18.7822336
acvr1c,1.906931505,1.018448718,1.28239635,1.381719051,0.94495997,1.799629766,1.608652246,1.057777696,1.779457851,1.398651796,1.29355494,2.007782391,1.103773382,1.91565967,1.483439043,1.095011956
acvr2a,11.66868324,10.4806367,10.68217661,7.381091006,9.147510424,10.17469007,7.915508652,7.224921553,9.131981511,9.164452806,7.314157628,8.779648925,6.761199663,9.317150275,9.663831009,9.361908552
acvr2b(1of2),53.25694593,58.395855,61.14866622,83.54632799,85.95880435,73.9756327,79.71593505,73.59278585,72.89637872,49.67023426,46.25680945,48.1295548,55.6778804,45.28773688,50.14505243,51.26706041
acvr2b(2of2),2.557211436,2.606433346,3.635796303,15.63825167,10.99500937,6.156230077,2.687055599,4.045042421,4.383326215,1.312906005,2.375944378,1.104309739,11.97005927,13.49075047,15.59761764,14.65027912
